2018 SOC Code,2018 SOC Major Group,2018 SOC Minor Group,2018 SOC Title,2018 SOC Direct Match Title,Illustrative Example
53-7199,Transportation and Material Moving Occupations,Material Moving Workers,"Material Moving Workers, All Other",End Loader Operator,
53-7199,Transportation and Material Moving Occupations,Material Moving Workers,"Material Moving Workers, All Other",Freight Elevator Operator,x
53-7199,Transportation and Material Moving Occupations,Material Moving Workers,"Material Moving Workers, All Other",Payloader Operator,
53-7199,Transportation and Material Moving Occupations,Material Moving Workers,"Material Moving Workers, All Other",Shovel Operator,x
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,Airdrop Systems Technician,x
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Astronaut, Mission Specialist",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,Helicopter Officer,
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Airborne Reconnaissance Officer",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Bombardier/Navigator",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Electronic Warfare Officer",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Qualified Supporting Arms Coordinator (Airborne)",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Radar Intercept Officer",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,"Naval Flight Officer, Weapons Systems Officer",
55-1011,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Air Crew Officers,Special Project Airborne Electronics Evaluator,x
55-1012,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Aircraft Launch and Recovery Officers,Catapult And Arresting Gear Officer,x
55-1012,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Aircraft Launch and Recovery Officers,Flight Deck Officer,x
55-1012,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Aircraft Launch and Recovery Officers,Landing Signal Officer,x
55-1012,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Aircraft Launch and Recovery Officers,V/Stol Landing Signal Officer,
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Armor Officer,
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Assault Amphibious Vehicle (AAV) Officer,x
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Cavalry Officer,x
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Light-Armored Reconnaissance Officer,
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Light-Armored Vehicle Officer,
55-1013,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Armored Assault Vehicle Officers,Tank Officer,x
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Air Defense Artillery Officer,x
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Ammunition Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Division Officer, Weapons Department",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Division Officer, Weapons Department (Antisubmarine Weapons)",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Division Officer, Weapons Department (Guided Missiles)",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Division Officer, Weapons Department (Gunnery)",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Field Artillery Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Field Artillery Targeting Technician,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Fire Control Officer (Surface-To-Air Missiles),
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Ground Nuclear Weapons Assembly Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Guided Missile Test Officer, Air-Launched",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Hawk Missile Air Defense Artillery,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Low Altitude Air Defense Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Naval Gunfire Spotter,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Naval Surface Fire Support Planner,x
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Nuclear & Chemical Weapons Employment Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Nuclear Weapons Custodian,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Ordnance Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Patriot Missile Air Defense Artillery,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Short-Range Air Defense Artillery,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Space And Missile Operations, Missile Combat Crew Officer",
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Strike Warfare/Missile Systems Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Strike Warfare/Missile Systems Officer (Surface-To-Air Missile),
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Surface-To-Air Weapons Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Targeting Acquisition Officer,x
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Weapons Military Characteristics Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Weapons Officer,
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,Weapons Officer (Fleet Ballistic Missiles),
55-1014,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Artillery and Missile Officers,"Weapons Officer, Naval Activity",
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aadc Plans Staff Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Advisor To Command In Combat,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Battle Manager,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Control/Anti-Air Warfare Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Defense Control Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Intercept Controller Supervisor,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Liaison And Special Staff,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Air Support Control Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Anti-Air Warfare Operations Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,"Antisubmarine Classification And Analysis Officer, Aviation",
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Aadc Chief Of Operations Staff Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Aadc Director And Chief Of Plans Staff Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Aadc Operations Staff Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Airspace Control Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Director Combat Operations Officer,
55-1015,Military Specific Occupations,Military Officer Special and Tactical Operations Leaders,Command and Control Center Officers,Aoc Director Combat Plans Officer,
